index,method,path,operationId,tag,summary,auth,requestBody,pathParams,queryParams,headers,successResponses,errorResponses,testType,destructiveLevel,canRunOnProductionPublic,requiresCanaryData,requiredVariables,precondition,expectedResult,evidenceToSave,postmanFolder,postmanRequestName
166,DELETE,/v1/admin/price-books/{priceBookId}/targets/{targetId},DocOpV1AdminPriceBookTargetDelete,Catalog Admin,Remove price book target assignment,bearer,no,priceBookId;targetId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,204,"401,403,404,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;priceBookId;targetId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,DELETE /v1/admin/price-books/{priceBookId}/targets/{targetId}
167,POST,/v1/admin/pricing/preview,DocOpV1AdminPricingPreview,Catalog Admin,Preview effective prices for products,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/pricing/preview
168,POST,/v1/admin/product-images,DocOpV1AdminProductImageUpload,Media Admin,Upload product image file (Cloudinary),bearer,no,,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,201,"400,401,403,413,503",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/product-images
169,GET,/v1/admin/products,DocOpV1AdminProductsList,Catalog Admin,List products (admin catalog),bearer,no,,q;active_only;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;activeOnly;baseUrl;limit;offset;q,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,GET /v1/admin/products
170,POST,/v1/admin/products,DocOpV1AdminProductCreate,Catalog Admin,Create product (admin catalog),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,POST /v1/admin/products
171,DELETE,/v1/admin/products/{productId},DocOpV1AdminProductDelete,Catalog Admin,Deactivate product,bearer,no,productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,DELETE /v1/admin/products/{productId}
172,GET,/v1/admin/products/{productId},DocOpV1AdminProductGet,Catalog Admin,Get product by id (admin catalog),bearer,no,productId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,GET /v1/admin/products/{productId}
173,PATCH,/v1/admin/products/{productId},DocOpV1AdminProductPatch,Catalog Admin,Update product (PATCH),bearer,yes,productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,PATCH /v1/admin/products/{productId}
174,PUT,/v1/admin/products/{productId},DocOpV1AdminProductReplace,Catalog Admin,Update product (PUT/PATCH),bearer,yes,productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,409,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,PUT /v1/admin/products/{productId}
175,DELETE,/v1/admin/products/{productId}/image,DocOpV1AdminProductImageDelete,Catalog Admin,Remove primary product image,bearer,no,productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,500",regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,DELETE /v1/admin/products/{productId}/image
176,POST,/v1/admin/products/{productId}/image,DocOpV1AdminProductImagePost,Catalog Admin,Bind primary product image (alias),bearer,yes,productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,POST /v1/admin/products/{productId}/image
177,PUT,/v1/admin/products/{productId}/image,DocOpV1AdminProductImagePut,Catalog Admin,Bind primary product image,bearer,yes,productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,401,403,404,500",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,PUT /v1/admin/products/{productId}/image
178,POST,/v1/admin/products/{productId}/media,DocOpV1AdminProductMediaBindPost,Catalog Admin,Bind media to product (POST),bearer,yes,productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,POST /v1/admin/products/{productId}/media
179,PUT,/v1/admin/products/{productId}/media,DocOpV1AdminProductMediaBindPut,Catalog Admin,Bind or replace product media (PUT),bearer,yes,productId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,PUT /v1/admin/products/{productId}/media
180,DELETE,/v1/admin/products/{productId}/media/{mediaId},DocOpV1AdminProductMediaUnbind,Catalog Admin,Remove bound media from product,bearer,no,productId;mediaId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;mediaId;productId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,04_Products_Catalog_Media,DELETE /v1/admin/products/{productId}/media/{mediaId}
181,GET,/v1/admin/promotions,DocOpV1AdminPromotionsList,Catalog Admin,List promotions (admin catalog),bearer,no,,limit;offset;include_deactivated,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;includeDeactivated;limit;offset,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/promotions
182,POST,/v1/admin/promotions,DocOpV1AdminPromotionCreate,Catalog Admin,Create promotion (draft lifecycle),bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,400,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/promotions
183,POST,/v1/admin/promotions/preview,DocOpV1AdminPromotionsPreview,Catalog Admin,Preview promotion discounts on top of catalog pricing,bearer,yes,,,Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/promotions/preview
184,GET,/v1/admin/promotions/{promotionId},DocOpV1AdminPromotionGet,Catalog Admin,Get promotion detail with rules and targets,bearer,no,promotionId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,404",smoke,READ_ONLY,partial,no,accessToken;baseUrl;promotionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,GET /v1/admin/promotions/{promotionId}
185,PATCH,/v1/admin/promotions/{promotionId},DocOpV1AdminPromotionPatch,Catalog Admin,Patch promotion fields or replace rules,bearer,yes,promotionId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;promotionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,PATCH /v1/admin/promotions/{promotionId}
186,POST,/v1/admin/promotions/{promotionId}/activate,DocOpV1AdminPromotionActivate,Catalog Admin,Activate promotion (lifecycle active),bearer,no,promotionId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;promotionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/promotions/{promotionId}/activate
187,POST,/v1/admin/promotions/{promotionId}/archive,DocOpV1AdminPromotionArchive,Catalog Admin,Archive promotion (deactivate with audit trail),bearer,no,promotionId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,"400,404",canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;promotionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/promotions/{promotionId}/archive
188,POST,/v1/admin/promotions/{promotionId}/assign-target,DocOpV1AdminPromotionAssignTarget,Catalog Admin,"Assign a promotion target (company, site, machine, product, category, tag)",bearer,yes,promotionId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;promotionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/promotions/{promotionId}/assign-target
189,POST,/v1/admin/promotions/{promotionId}/deactivate,DocOpV1AdminPromotionDeactivate,Catalog Admin,Deactivate promotion,bearer,no,promotionId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;promotionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/promotions/{promotionId}/deactivate
190,POST,/v1/admin/promotions/{promotionId}/pause,DocOpV1AdminPromotionPause,Catalog Admin,Pause promotion,bearer,no,promotionId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;promotionId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,POST /v1/admin/promotions/{promotionId}/pause
191,DELETE,/v1/admin/promotions/{promotionId}/targets/{targetId},DocOpV1AdminPromotionTargetDelete,Catalog Admin,Remove a promotion target assignment,bearer,no,promotionId;targetId,,Authorization;X-Request-ID;X-Correlation-ID;Idempotency-Key,204,404,regression,DANGEROUS_PRODUCTION_DO_NOT_RUN,no,yes,accessToken;baseUrl;promotionId;targetId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,17_Negative_Security_Idempotency,DELETE /v1/admin/promotions/{promotionId}/targets/{targetId}
192,GET,/v1/admin/provisioning/batches/{batchId},DocOpV1AdminProvisioningBatchGet,Machine Admin,Get provisioning batch status,bearer,no,batchId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;batchId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/provisioning/batches/{batchId}
193,POST,/v1/admin/provisioning/machines/bulk,DocOpV1AdminProvisioningBulk,Machine Admin,Bulk provision machines at a site,bearer,yes,,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_setup,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/provisioning/machines/bulk
194,GET,/v1/admin/refunds,DocOpV1AdminCommerceRefundRequestsList,Commerce,List refund requests for company,bearer,no,,status;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;limit;offset;status,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,GET /v1/admin/refunds
195,GET,/v1/admin/refunds/{refundId},DocOpV1AdminCommerceRefundRequestGet,Commerce,Get refund request by id,bearer,no,refundId,,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,404,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;refundId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,GET /v1/admin/refunds/{refundId}
196,GET,/v1/admin/reports/cash,DocOpV1AdminReportsCash,Reporting,Cash collection report,bearer,no,,from;to;site_id;machine_id;limit;offset;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;limit;machineId;offset;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/cash
197,GET,/v1/admin/reports/cash-collections/export.csv,DocOpV1AdminReportsCashCollectionsExportCSV,Reporting,Export cash collection sessions as CSV (UTF-8),bearer,no,,from;to;site_id;machine_id,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;machineId;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/cash-collections/export.csv
198,GET,/v1/admin/reports/commands,DocOpV1AdminReportsCommands,Reporting,Machine command failure report (terminal attempts only),bearer,no,,from;to;site_id;machine_id;limit;offset;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;limit;machineId;offset;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,11_Remote_Commands,GET /v1/admin/reports/commands
199,GET,/v1/admin/reports/export,DocOpV1AdminReportsExport,Reporting,Unified CSV export dispatcher,bearer,no,,from;to;report,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;report;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/export
200,GET,/v1/admin/reports/failed-vends,DocOpV1AdminReportsFailedVends,Reporting,Failed vend report,bearer,no,,from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;offset;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/failed-vends
201,GET,/v1/admin/reports/fills,DocOpV1AdminReportsTechnicianFills,Reporting,Technician and fill / restock inventory operations,bearer,no,,from;to;site_id;machine_id;product_id;limit;offset;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;limit;machineId;offset;productId;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,GET /v1/admin/reports/fills
202,GET,/v1/admin/reports/inventory,DocOpV1AdminReportsInventoryUnified,Reporting,Inventory BI (low stock or movement ledger),bearer,no,,from;to;kind;exception_kind;site_id;machine_id;product_id;limit;offset;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;exceptionKind;format;from;kind;limit;machineId;offset;productId;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,GET /v1/admin/reports/inventory
203,GET,/v1/admin/reports/inventory-low-stock,DocOpV1AdminReportsInventoryLowStock,Reporting,Inventory low-stock report,bearer,no,,from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;offset;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,GET /v1/admin/reports/inventory-low-stock
204,GET,/v1/admin/reports/machine-health,DocOpV1AdminReportsMachineHealth,Reporting,Machine health and offline report,bearer,no,,from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;offset;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/machine-health
205,GET,/v1/admin/reports/machines,DocOpV1AdminReportsMachines,Reporting,Machine uptime / last-seen report (alias naming),bearer,no,,from;to;site_id;machine_id;product_id;limit;offset;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;limit;machineId;offset;productId;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/machines
206,GET,/v1/admin/reports/payments,DocOpV1AdminReportsPayments,Reporting,Payment settlement report,bearer,no,,from;to;timezone;site_id;machine_id;product_id;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;machineId;productId;siteId;timezone;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/payments
207,GET,/v1/admin/reports/payments-summary/export.csv,DocOpV1AdminReportsPaymentsSummaryExportCSV,Reporting,Export payments summary as CSV (UTF-8),bearer,no,,from;to;group_by,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;groupBy;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/payments-summary/export.csv
208,GET,/v1/admin/reports/products,DocOpV1AdminReportsProducts,Reporting,Product performance report,bearer,no,,from;to;site_id;machine_id;product_id;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;machineId;productId;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/products
209,GET,/v1/admin/reports/reconciliation,DocOpV1AdminReportsReconciliationBI,Reporting,Reconciliation BI (open/closed summaries + scoped cases),bearer,no,,from;to;reconciliation_scope;site_id;machine_id;product_id;limit;offset;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;limit;machineId;offset;productId;reconciliationScope;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/reconciliation
210,GET,/v1/admin/reports/reconciliation-queue,DocOpV1AdminReportsReconciliationQueue,Reporting,Reconciliation queue report,bearer,no,,from;to;limit;offset,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;limit;offset;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/reconciliation-queue
211,GET,/v1/admin/reports/refunds,DocOpV1AdminReportsRefunds,Reporting,Refund report,bearer,no,,from;to;limit;offset;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;limit;offset;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,10_Vending_Sale_Refund_Failure,GET /v1/admin/reports/refunds
212,GET,/v1/admin/reports/sales,DocOpV1AdminReportsSales,Reporting,Company sales report,bearer,no,,from;to;timezone;site_id;machine_id;product_id;group_by;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;groupBy;machineId;productId;siteId;timezone;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/sales
213,GET,/v1/admin/reports/sales-summary/export.csv,DocOpV1AdminReportsSalesSummaryExportCSV,Reporting,Export sales summary as CSV (UTF-8),bearer,no,,from;to;group_by,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403,500",smoke,READ_ONLY,partial,no,accessToken;baseUrl;from;groupBy;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/sales-summary/export.csv
214,GET,/v1/admin/reports/vends,DocOpV1AdminReportsVends,Reporting,Company vend lifecycle summary,bearer,no,,from;to;site_id;machine_id;product_id;limit;offset;format,Authorization;X-Request-ID;X-Correlation-ID,200,"400,401,403",smoke,READ_ONLY,partial,no,accessToken;baseUrl;format;from;limit;machineId;offset;productId;siteId;to,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,14_Reporting_Audit_Exports,GET /v1/admin/reports/vends
215,GET,/v1/admin/restock/suggestions,DocOpV1AdminRestockSuggestions,Inventory,Restock suggestions (admin),bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,07_Inventory_Restock_Anomalies,GET /v1/admin/restock/suggestions
216,GET,/v1/admin/rollouts,DocOpV1AdminRolloutsList,Machine Admin,List rollout campaigns,bearer,no,,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/rollouts
217,POST,/v1/admin/rollouts,DocOpV1AdminRolloutCreate,Machine Admin,Create rollout campaign,bearer,yes,,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,201,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/rollouts
218,GET,/v1/admin/rollouts/{rolloutId},DocOpV1AdminRolloutGet,Machine Admin,Get rollout campaign,bearer,no,rolloutId,,Authorization;X-Request-ID;X-Correlation-ID,200,,smoke,READ_ONLY,partial,no,accessToken;baseUrl;rolloutId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,GET /v1/admin/rollouts/{rolloutId}
219,POST,/v1/admin/rollouts/{rolloutId}/cancel,DocOpV1AdminRolloutCancel,Machine Admin,Cancel rollout,bearer,no,rolloutId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;rolloutId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/rollouts/{rolloutId}/cancel
220,POST,/v1/admin/rollouts/{rolloutId}/pause,DocOpV1AdminRolloutPause,Machine Admin,Pause rollout,bearer,no,rolloutId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;rolloutId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/rollouts/{rolloutId}/pause
221,POST,/v1/admin/rollouts/{rolloutId}/resume,DocOpV1AdminRolloutResume,Machine Admin,Resume rollout,bearer,no,rolloutId,,Idempotency-Key;Authorization;X-Request-ID;X-Correlation-ID,200,,canary_admin,DESTRUCTIVE_CANARY_ONLY,no,yes,accessToken;baseUrl;rolloutId,writes: allow_destructive OR canaryMode OR readiness; bearer when auth=bearer,2xx per swagger,requestId; correlation; HTTP body; never log tokens,05_Machines_Provisioning_Activation,POST /v1/admin/rollouts/{rolloutId}/resume
